,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
104822,D4,,0,2023-07-27 14:43:00+00,2023,7,Thursday ,14,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
104848,D4,162,0,2024-08-26 18:46:00+00,2024,8,Monday   ,18,HARRISON AVE,42.34493380657585,-71.06366422309003,"(42.34493380657585, -71.06366422309003)"
104855,A1,72,0,2024-08-26 17:56:00+00,2024,8,Monday   ,17,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
104872,C6,,0,2023-07-27 12:33:00+00,2023,7,Thursday ,12,SEAPORT BLVD,42.35196401812037,-71.04611334347733,"(42.35196401812037, -71.04611334347733)"
104889,E5,691,0,2024-04-01 18:30:00+00,2024,4,Monday   ,18,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
104891,E5,691,0,2024-04-05 13:45:00+00,2024,4,Friday   ,13,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
104948,D4,134,0,2024-08-26 18:06:00+00,2024,8,Monday   ,18,BOYLSTON ST,42.35037824401699,-71.07626148756364,"(42.35037824401699, -71.07626148756364)"
104971,A1,112,0,2024-06-05 19:04:00+00,2024,6,Wednesday,19,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
104992,C6,186,0,2024-09-16 10:35:00+00,2024,9,Monday   ,10,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
105051,D4,162,0,2024-09-29 11:02:00+00,2024,9,Sunday   ,11,HARRISON AVENUE,,,
105056,A1,72,0,2023-10-27 20:09:00+00,2023,10,Friday   ,20,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
105084,D14,795,0,2024-09-17 07:15:00+00,2024,9,Tuesday  ,7,CAMBRIDGE ST,42.35343346148616,-71.13786418712147,"(42.353433461486155, -71.13786418712147)"
105097,E5,726,0,2024-04-06 09:57:00+00,2024,4,Saturday ,9,SPRING ST,42.27757931459733,-71.16274885532803,"(42.27757931459733, -71.16274885532803)"
105103,D14,812,0,2023-07-27 11:30:00+00,2023,7,Thursday ,11,N HARVARD ST,42.36402939414228,-71.12863399451098,"(42.36402939414228, -71.12863399451098)"
105120,D4,149,0,2024-04-09 17:55:00+00,2024,4,Tuesday  ,17,COLUMBUS AVE,42.34657451078757,-71.07438700493236,"(42.34657451078757, -71.07438700493236)"
105129,A1,94,0,2024-04-09 14:29:00+00,2024,4,Tuesday  ,14,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
105130,C11,352,0,2024-04-08 19:40:00+00,2024,4,Monday   ,19,ADAMS ST,42.302038542068864,-71.06009129138428,"(42.302038542068864, -71.06009129138428)"
105153,E5,691,0,2024-02-18 17:29:00+00,2024,2,Sunday   ,17,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
105190,B3,418,0,2023-10-28 14:38:00+00,2023,10,Saturday ,14,MORTON ST,42.280611864800576,-71.08350213587174,"(42.280611864800576, -71.08350213587174)"
105208,D14,796,0,2023-10-30 19:17:00+00,2023,10,Monday   ,19,HARVARD AVE,42.34966712874339,-71.13048740468365,"(42.34966712874339, -71.13048740468365)"
105211,D4,149,0,2023-10-30 13:10:00+00,2023,10,Monday   ,13,COLUMBUS AVE,42.34657451078757,-71.07438700493236,"(42.34657451078757, -71.07438700493236)"
105216,D4,146,0,2023-10-30 12:45:00+00,2023,10,Monday   ,12,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
105294,D4,134,0,2024-05-26 12:44:00+00,2024,5,Sunday   ,12,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
105300,D4,138,0,2024-05-26 19:44:00+00,2024,5,Sunday   ,19,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
105319,A1,105,0,2024-06-05 14:16:00+00,2024,6,Wednesday,14,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
105322,D4,141,0,2024-06-05 13:55:00+00,2024,6,Wednesday,13,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
105326,D4,146,0,2024-06-05 15:37:00+00,2024,6,Wednesday,15,COPLEY PL,42.3480093216636,-71.07669810985298,"(42.348009321663596, -71.07669810985298)"
105336,D4,143,0,2024-09-10 15:35:00+00,2024,9,Tuesday  ,15,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
105339,D4,143,0,2024-09-09 17:00:00+00,2024,9,Monday   ,17,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
105369,D4,143,0,2024-09-28 11:42:00+00,2024,9,Saturday ,11,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
105370,A1,72,0,2024-09-29 08:17:00+00,2024,9,Sunday   ,8,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
105372,D4,627,0,2024-09-28 12:17:00+00,2024,9,Saturday ,12,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
105434,E13,645,0,2024-09-11 19:41:00+00,2024,9,Wednesday,19,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
105450,C6,186,0,2024-05-23 09:52:00+00,2024,5,Thursday ,9,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
105451,B3,426,0,2024-05-24 13:21:00+00,2024,5,Friday   ,13,BLUE HILL AVE,42.26820155864584,-71.09367416656292,"(42.268201558645835, -71.09367416656292)"
105473,C6,186,0,2024-04-09 13:36:00+00,2024,4,Tuesday  ,13,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
105474,D4,138,0,2024-04-08 12:16:00+00,2024,4,Monday   ,12,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
105485,D4,134,0,2024-04-08 16:22:00+00,2024,4,Monday   ,16,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
105506,C11,450,0,2024-08-24 09:57:00+00,2024,8,Saturday ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
105508,D14,811,0,2024-08-24 15:34:00+00,2024,8,Saturday ,15,WESTERN AVE,42.36312155038412,-71.13056386514812,"(42.36312155038412, -71.13056386514812)"
105533,C11,450,0,2024-08-24 09:05:00+00,2024,8,Saturday ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
105540,A1,112,0,2024-08-24 11:00:00+00,2024,8,Saturday ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
105556,E18,527,0,2024-08-23 15:19:00+00,2024,8,Friday   ,15,WOLCOTT SQ,42.23730106283947,-71.13232432572694,"(42.23730106283947, -71.13232432572694)"
105595,D4,143,0,2023-10-27 16:03:00+00,2023,10,Friday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
105638,D4,133,0,2023-10-28 18:35:00+00,2023,10,Saturday ,18,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
105648,E18,520,0,2023-10-28 21:50:00+00,2023,10,Saturday ,21,HYDE PARK AVENUE,,,
105685,A1,,0,2023-03-06 13:31:00+00,2023,3,Monday   ,13,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
105689,A1,,0,2023-03-06 18:18:00+00,2023,3,Monday   ,18,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
105713,A1,72,0,2024-09-28 19:45:00+00,2024,9,Saturday ,19,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
105714,D4,141,0,2024-09-30 14:52:00+00,2024,9,Monday   ,14,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
105730,A1,72,0,2024-09-30 13:21:00+00,2024,9,Monday   ,13,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
105740,B3,,0,2023-04-08 10:23:00+00,2023,4,Saturday ,10,BLUE HILL AVE,42.2699468933332,-71.0938037982284,"(42.2699468933332, -71.0938037982284)"
105814,C6,186,0,2024-08-31 10:30:00+00,2024,8,Saturday ,10,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
105823,C6,206,0,2024-09-01 13:13:00+00,2024,9,Sunday   ,13,SEAPORT BLVD,42.35275567415722,-71.04748170860296,"(42.35275567415722, -71.04748170860296)"
105833,D4,143,0,2024-09-01 17:30:00+00,2024,9,Sunday   ,17,RING RD,42.34813113277459,-71.08027053338732,"(42.34813113277459, -71.08027053338732)"
105855,D4,168,0,2024-09-01 14:48:00+00,2024,9,Sunday   ,14,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
105860,B2,257,0,2024-09-01 20:43:00+00,2024,9,Sunday   ,20,HANCOCK ST,42.31500229853015,-71.06593646709823,"(42.315002298530146, -71.06593646709823)"
105882,A1,72,0,2024-09-02 10:24:00+00,2024,9,Monday   ,10,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
105890,D14,791,0,2024-09-02 13:26:00+00,2024,9,Monday   ,13,WASHINGTON ST,42.3422722089825,-71.14020771127788,"(42.3422722089825, -71.14020771127788)"
105925,C11,248,0,2024-08-21 14:12:00+00,2024,8,Wednesday,14,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
105969,D14,771,0,2024-05-15 14:10:00+00,2024,5,Wednesday,14,WASHINGTON ST,42.34908174080088,-71.15301700617462,"(42.34908174080088, -71.15301700617462)"
105975,A1,92,0,2024-05-09 17:08:00+00,2024,5,Thursday ,17,WASHINGTON MALL,42.35916943240299,-71.05772956068935,"(42.35916943240299, -71.05772956068935)"
106032,E13,304,0,2024-08-13 17:27:00+00,2024,8,Tuesday  ,17,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
106054,D14,802,0,2024-09-09 12:35:00+00,2024,9,Monday   ,12,BRIGHTON AVE,42.35329747005022,-71.13405091052019,"(42.35329747005022, -71.13405091052019)"
106064,D14,763,0,2024-10-04 16:00:00+00,2024,10,Friday   ,16,WASHINGTON ST,42.3491004057814,-71.15612458962403,"(42.3491004057814, -71.15612458962403)"
106077,A1,72,0,2024-10-06 18:50:00+00,2024,10,Sunday   ,18,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
106085,D4,142,0,2024-10-06 15:41:00+00,2024,10,Sunday   ,15,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
106108,D4,162,0,2024-05-14 17:40:00+00,2024,5,Tuesday  ,17,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
106130,A7,3,0,2024-09-08 11:07:00+00,2024,9,Sunday   ,11,SARATOGA ST,42.38423923708616,-71.00003946711071,"(42.384239237086156, -71.00003946711071)"
106135,D4,141,0,2024-09-23 16:22:00+00,2024,9,Monday   ,16,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
106138,D4,167,0,2024-09-21 11:25:00+00,2024,9,Saturday ,11,HARRISON AVE,42.33954152609665,-71.06940928222296,"(42.33954152609665, -71.06940928222296)"
106140,A1,72,0,2024-09-23 11:10:00+00,2024,9,Monday   ,11,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
106146,B2,603,0,2024-09-23 08:46:00+00,2024,9,Monday   ,8,TREMONT ST,42.33380641504081,-71.10377903286623,"(42.33380641504081, -71.10377903286623)"
106186,B2,276,0,2024-04-29 15:26:00+00,2024,4,Monday   ,15,MELNEA CASS BLVD,42.33330125787749,-71.08181730390855,"(42.33330125787749, -71.08181730390855)"
106193,D4,134,0,2024-04-30 17:58:00+00,2024,4,Tuesday  ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
106204,C6,206,0,2024-04-30 10:48:00+00,2024,4,Tuesday  ,10,SEAPORT BLVD,42.35196401812037,-71.04611334347733,"(42.35196401812037, -71.04611334347733)"
106230,D4,143,0,2024-09-23 17:30:00+00,2024,9,Monday   ,17,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
106233,D4,619,0,2024-09-24 13:04:00+00,2024,9,Tuesday  ,13,MASSACHUSETTS AVE,42.34439524224023,-71.08632070314752,"(42.34439524224023, -71.08632070314752)"
106286,C11,452,0,2024-09-08 09:54:00+00,2024,9,Sunday   ,9,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
106371,D4,143,0,2024-09-08 15:38:00+00,2024,9,Sunday   ,15,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
106380,D4,146,0,2023-11-04 17:21:00+00,2023,11,Saturday ,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
106385,D4,143,0,2023-11-04 18:00:00+00,2023,11,Saturday ,18,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
106416,D4,143,0,2023-10-30 18:00:00+00,2023,10,Monday   ,18,HUNTINGTON AVE,42.346130416133214,-71.08094490886702,"(42.346130416133214, -71.08094490886702)"
106420,D4,146,0,2023-10-30 18:55:00+00,2023,10,Monday   ,18,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
106447,D4,138,0,2024-09-12 18:50:00+00,2024,9,Thursday ,18,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
106464,D4,143,0,2024-09-13 16:47:00+00,2024,9,Friday   ,16,BOYLSTON ST,42.3490190949302,-71.08130186019126,"(42.3490190949302, -71.08130186019126)"
106481,C6,186,0,2024-09-08 08:50:00+00,2024,9,Sunday   ,8,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
106482,A1,93,0,2024-09-10 18:13:00+00,2024,9,Tuesday  ,18,NORTH ST,42.36045047253847,-71.0564406191821,"(42.36045047253847, -71.0564406191821)"
106490,A1,112,0,2024-10-09 20:08:00+00,2024,10,Wednesday,20,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
106495,C6,186,0,2024-10-09 14:30:00+00,2024,10,Wednesday,14,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
106506,A1,65,0,2024-10-09 00:00:00+00,2024,10,Wednesday,0,CAMBRIDGE ST,42.36122277336774,-71.06593280336476,"(42.36122277336774, -71.06593280336476)"
106510,D14,803,0,2024-10-09 21:58:00+00,2024,10,Wednesday,21,CAMBRIDGE ST,42.35393454703682,-71.13652657631967,"(42.35393454703682, -71.13652657631967)"
106512,D4,133,0,2024-10-09 19:05:00+00,2024,10,Wednesday,19,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
106527,D4,627,0,2024-09-11 14:03:00+00,2024,9,Wednesday,14,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
106551,D4,141,0,2024-08-24 10:38:00+00,2024,8,Saturday ,10,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
106555,E18,503,0,2024-08-23 13:28:00+00,2024,8,Friday   ,13,AMERICAN LEGION HWY,42.28446702725964,-71.11183161880535,"(42.28446702725964, -71.11183161880535)"
106556,D4,162,0,2024-08-23 19:05:00+00,2024,8,Friday   ,19,HARRISON AVE,42.34496681296949,-71.06382272667581,"(42.34496681296949, -71.06382272667581)"
106560,E18,490,0,2023-04-09 10:30:00+00,2023,4,Sunday   ,10,AMERICAN LEGION HWY,42.2753127225369,-71.11587873780117,"(42.2753127225369, -71.11587873780117)"
106585,D4,627,0,2024-10-10 19:00:00+00,2024,10,Thursday ,19,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
106587,C11,405,0,2024-08-22 09:12:00+00,2024,8,Thursday ,9,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
106618,C6,206,0,2024-09-08 17:33:00+00,2024,9,Sunday   ,17,SEAPORT BLVD,42.35275567415722,-71.04748170860296,"(42.35275567415722, -71.04748170860296)"
106636,C6,186,0,2024-09-23 15:18:00+00,2024,9,Monday   ,15,DISTRICT AVE,,,
106653,A1,72,0,2024-09-23 13:13:00+00,2024,9,Monday   ,13,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
106667,D4,143,0,2024-09-24 18:24:00+00,2024,9,Tuesday  ,18,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
106668,D4,619,0,2024-09-24 13:04:00+00,2024,9,Tuesday  ,13,MASSACHUSETTS AVE,42.34439524224023,-71.08632070314752,"(42.34439524224023, -71.08632070314752)"
106672,D4,142,0,2024-09-24 20:44:00+00,2024,9,Tuesday  ,20,BOYLSTON ST,42.34815184282904,-71.08450873611677,"(42.34815184282904, -71.08450873611677)"
106685,A1,117,0,2024-08-31 22:14:00+00,2024,8,Saturday ,22,WASHINGTON ST,42.35174234785692,-71.06275987077444,"(42.35174234785692, -71.06275987077444)"
106710,E13,304,0,2024-09-01 07:31:00+00,2024,9,Sunday   ,7,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
106751,B2,309,0,2024-09-15 15:39:00+00,2024,9,Sunday   ,15,MARTIN LUTHER KING JR BLVD,42.318600893967655,-71.0840585146896,"(42.318600893967655, -71.0840585146896)"
106783,C11,248,0,2024-09-14 19:39:00+00,2024,9,Saturday ,19,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
106784,D4,133,0,2024-09-15 12:19:00+00,2024,9,Sunday   ,12,NEWBURY ST,42.35117959608332,-71.07666656997849,"(42.35117959608332, -71.07666656997849)"
106808,D4,143,0,2024-09-13 13:41:00+00,2024,9,Friday   ,13,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
106822,D4,138,0,2024-09-13 17:29:00+00,2024,9,Friday   ,17,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
106864,B2,,0,2023-04-02 19:40:00+00,2023,4,Sunday   ,19,LONGWOOD AVE,42.33856958607009,-71.1067074086278,"(42.33856958607009, -71.1067074086278)"
106896,E13,304,0,2024-10-10 09:21:00+00,2024,10,Thursday ,9,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
106920,A7,6,0,2024-09-15 21:26:00+00,2024,9,Sunday   ,21,SARATOGA ST,42.3857265790737,-71.00415492518982,"(42.3857265790737, -71.00415492518982)"
106923,C11,452,0,2024-09-15 08:24:00+00,2024,9,Sunday   ,8,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
106927,D4,168,0,2024-09-15 16:29:00+00,2024,9,Sunday   ,16,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
106965,D4,,0,2023-02-07 15:02:00+00,2023,2,Tuesday  ,15,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
106990,A1,,0,2023-02-27 15:31:00+00,2023,2,Monday   ,15,NORTH ST,42.36045047253847,-71.0564406191821,"(42.36045047253847, -71.0564406191821)"
107010,D4,627,0,2024-09-14 19:55:00+00,2024,9,Saturday ,19,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107038,D4,141,0,2024-09-15 15:46:00+00,2024,9,Sunday   ,15,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
107062,C11,356,0,2024-09-12 16:35:00+00,2024,9,Thursday ,16,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
107199,C6,186,0,2023-11-30 16:26:00+00,2023,11,Thursday ,16,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
107211,A7,26,0,2024-10-11 11:58:00+00,2024,10,Friday   ,11,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
107220,D4,143,0,2024-10-11 13:32:00+00,2024,10,Friday   ,13,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
107229,D4,141,0,2024-10-11 18:30:00+00,2024,10,Friday   ,18,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
107247,C11,452,0,2024-08-25 13:49:00+00,2024,8,Sunday   ,13,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
107249,E5,550,0,2024-08-25 10:54:00+00,2024,8,Sunday   ,10,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
107258,B3,440,0,2024-08-13 08:42:00+00,2024,8,Tuesday  ,8,TALBOT AVE,42.29453910732405,-71.08669955198306,"(42.29453910732405, -71.08669955198306)"
107300,E18,525,0,2023-10-20 09:30:00+00,2023,10,Friday   ,9,TRUMAN PKWY,42.24124892522304,-71.12629992589298,"(42.24124892522304, -71.12629992589298)"
107309,C11,352,0,2024-10-12 21:07:00+00,2024,10,Saturday ,21,GENEVA AVE,42.300466217618336,-71.06647603290115,"(42.300466217618336, -71.06647603290115)"
107331,D4,627,0,2024-08-24 17:51:00+00,2024,8,Saturday ,17,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107385,D4,627,0,2024-08-23 12:10:00+00,2024,8,Friday   ,12,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107387,D4,134,0,2024-08-23 17:20:00+00,2024,8,Friday   ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
107405,C6,206,0,2024-08-24 17:57:00+00,2024,8,Saturday ,17,SEAPORT BLVD,42.35275567415722,-71.04748170860296,"(42.35275567415722, -71.04748170860296)"
107413,D4,143,0,2024-10-06 17:41:00+00,2024,10,Sunday   ,17,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
107424,D4,,0,2023-02-27 12:46:00+00,2023,2,Monday   ,12,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
107428,B3,,0,2023-02-27 14:39:00+00,2023,2,Monday   ,14,MORTON ST,42.28187017401512,-71.08751220128951,"(42.28187017401512, -71.08751220128951)"
107466,D4,141,0,2024-05-14 20:22:00+00,2024,5,Tuesday  ,20,MASSACHUSETTS AVE,42.3486739367189,-71.08841919710443,"(42.3486739367189, -71.08841919710443)"
107468,D4,627,0,2024-05-14 18:29:00+00,2024,5,Tuesday  ,18,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107478,D4,627,0,2024-04-21 21:10:00+00,2024,4,Sunday   ,21,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107555,D4,134,0,2023-11-30 15:23:00+00,2023,11,Thursday ,15,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
107559,E13,,0,2023-02-27 20:28:00+00,2023,2,Monday   ,20,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
107607,D4,,0,2023-02-26 18:55:00+00,2023,2,Sunday   ,18,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
107675,D4,143,0,2024-10-09 18:37:00+00,2024,10,Wednesday,18,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
107682,A1,72,0,2024-10-05 16:46:00+00,2024,10,Saturday ,16,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
107697,D4,627,0,2024-10-05 16:42:00+00,2024,10,Saturday ,16,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107701,C6,206,0,2024-10-05 15:00:00+00,2024,10,Saturday ,15,SEAPORT BLVD,42.35275567415722,-71.04748170860296,"(42.35275567415722, -71.04748170860296)"
107709,E13,304,0,2024-10-05 10:12:00+00,2024,10,Saturday ,10,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
107721,A1,72,0,2024-10-06 13:54:00+00,2024,10,Sunday   ,13,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
107736,C11,248,0,2024-10-05 17:26:00+00,2024,10,Saturday ,17,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
107746,D4,,0,2023-06-30 08:15:00+00,2023,6,Friday   ,8,BOYLSTON ST,42.35037824401699,-71.07626148756364,"(42.35037824401699, -71.07626148756364)"
107752,C6,186,0,2024-09-15 10:00:00+00,2024,9,Sunday   ,10,DISTRICT AVE,,,
107766,C11,450,0,2024-09-17 09:15:00+00,2024,9,Tuesday  ,9,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
107769,C11,355,0,2024-09-17 14:00:00+00,2024,9,Tuesday  ,14,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
107799,D14,803,0,2024-10-07 16:14:00+00,2024,10,Monday   ,16,CAMBRIDGE ST,42.35393454703682,-71.13652657631967,"(42.35393454703682, -71.13652657631967)"
107831,D4,143,0,2024-10-06 18:35:00+00,2024,10,Sunday   ,18,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
107865,D4,627,0,2024-10-05 10:34:00+00,2024,10,Saturday ,10,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
107878,E13,304,0,2024-10-07 10:07:00+00,2024,10,Monday   ,10,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
107886,D4,143,0,2024-10-07 16:12:00+00,2024,10,Monday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
107899,A1,65,0,2024-10-07 18:40:00+00,2024,10,Monday   ,18,CAMBRIDGE ST,42.36122277336774,-71.06593280336476,"(42.36122277336774, -71.06593280336476)"
